bathrooms,bedrooms,latitude,longitude,price,num_photos,num_features,num_description_words,interest_level
1.0,1,40.7943,-73.9675,3200,6,9,125,1
1.0,0,40.7562,-73.9968,2520,5,13,39,0
1.0,2,40.8015,-73.9668,3600,3,8,90,0
1.0,2,40.844,-73.9398,2100,6,2,95,0
1.0,1,40.8005,-73.9686,2450,6,4,59,0
2.0,3,40.707300000000004,-74.0071,3795,5,10,74,1
1.0,1,40.7775,-73.9836,3475,6,5,261,1
1.0,1,40.764,-73.9868,2350,7,3,51,0
1.0,0,40.7673,-73.9922,2500,8,15,149,2
1.0,2,40.712,-73.9951,2695,4,2,59,1
3.0,3,40.7023,-73.9895,5610,7,5,9,1
1.0,0,40.7602,-73.9689,2650,5,7,42,0
1.0,2,40.753,-73.9958,3000,3,5,131,1
1.0,0,40.738,-73.9972,2950,0,1,9,0
1.0,2,40.7568,-73.9982,3150,6,18,139,0
1.0,2,40.7067,-74.0101,2795,6,8,74,0
1.0,3,40.7929,-73.95,2650,5,0,14,2
1.0,1,40.7064,-74.01,3770,3,8,197,0
1.0,1,40.7957,-73.9727,3125,5,3,70,0
1.0,1,40.7305,-73.8654,1750,0,4,57,1
1.0,2,40.7562,-73.9968,3900,5,12,73,0
1.0,1,40.754,-73.9678,3275,7,13,117,0
1.0,0,40.7633,-73.9628,2540,4,9,74,0
2.0,4,40.753,-73.9695,6500,8,8,102,0
1.0,0,40.7689,-73.9608,2895,5,4,4,0
1.0,3,40.7083,-74.0149,3350,4,7,204,0
1.0,0,40.7091,-74.0148,2450,6,6,55,1
0.0,0,40.7545,-73.9984,2400,0,0,9,0
1.0,1,40.7796,-73.9508,1995,4,1,9,1
1.0,2,40.8712,-73.9148,1950,10,7,136,0
2.0,2,40.7775,-73.9458,3550,6,5,81,0
1.0,1,40.7666,-73.9563,1975,5,1,79,1
1.0,2,40.645,-73.9794,2255,0,0,9,0
1.0,0,40.7721,-73.9472,2595,8,8,263,0
1.0,1,40.7897,-73.9488,2253,3,4,97,0
1.0,1,40.7418,-73.9982,4700,5,7,225,1
1.0,1,40.7745,-73.9533,2300,5,2,84,1
1.0,1,40.7802,-73.9444,2900,3,12,103,0
1.0,0,40.7834,-73.9833,2395,1,4,101,0
1.0,1,40.7401,-73.9815,3495,5,6,115,0
1.0,0,40.7468,-73.9903,3790,7,3,67,0
1.0,1,40.7789,-73.9525,2750,5,1,71,0
1.0,2,40.7537,-73.9682,2575,3,1,33,2
1.0,1,40.7487,-73.9425,2895,9,3,173,0
1.0,2,40.7399,-73.9864,3890,5,8,100,1
1.0,0,40.7388,-73.9286,1700,6,1,53,0
1.0,1,40.7061,-74.0111,3709,0,8,84,0
1.0,1,40.7062,-73.831,1800,11,6,100,0
1.0,0,40.7638,-73.9941,2550,6,8,114,1
1.0,2,40.7095,-73.8302,1795,5,2,66,1
1.0,2,40.634,-74.0217,2125,9,0,9,0
1.0,0,40.7556,-73.9922,3000,5,10,208,0
1.0,0,40.7991,-73.9382,1600,12,1,108,0
1.0,0,40.7708,-73.9553,1925,4,2,24,0
1.0,1,40.7357,-73.9839,3995,4,7,84,0
2.0,3,40.7229,-74.004,5183,9,0,9,1
1.0,4,40.8022,-73.9449,2800,6,0,76,1
2.0,3,40.7344,-74.0001,6400,0,1,1,0
1.0,0,40.7137,-73.9904,2600,5,0,131,0
1.0,1,40.7283,-73.9829,2350,6,1,96,0
1.0,0,40.7243,-73.9881,1875,5,3,71,0
1.0,2,40.7395,-74.0035,5550,9,3,31,0
2.5,3,40.7173,-73.8531,3650,1,0,41,0
1.0,1,40.7573,-73.9651,2050,4,6,118,1
1.0,2,40.8274,-73.9452,1900,8,14,84,0
1.0,2,40.8198,-73.9578,2575,5,4,93,0
1.0,2,40.7447,-73.9774,3400,4,7,96,0
1.0,1,40.738,-73.9875,4650,8,2,92,0
3.0,3,40.745,-73.9865,13500,6,15,160,0
2.0,4,40.689,-73.9117,3650,4,2,47,0
1.0,2,40.6603,-73.9602,2200,5,6,115,0
1.0,2,40.7066,-74.018,4200,7,11,91,1
1.0,1,40.7487,-73.9901,3738,8,13,155,1
1.0,1,40.7274,-73.9807,2700,2,6,23,1
1.0,2,40.7457,-73.9785,3483,5,7,114,0
1.0,1,40.774,-73.9531,2425,0,3,12,0
1.0,1,40.7867,-73.9723,3000,7,1,78,0
2.0,2,40.7528,-74.0032,6295,8,14,72,1
1.0,1,40.7803,-73.976,3605,0,4,142,0
2.0,4,40.7269,-73.9787,5400,9,7,94,0
1.0,1,40.7943,-73.9675,2764,5,8,116,1
1.0,2,40.7514,-73.9866,3300,5,9,56,0
2.0,4,40.8013,-73.9606,5000,12,10,246,0
1.0,1,40.7645,-73.9832,2500,0,3,55,0
1.0,0,40.7636,-73.983,2195,4,8,136,2
1.0,1,40.6773,-73.9985,2450,6,1,45,0
1.0,1,40.7951,-73.9676,3100,4,6,115,0
1.0,2,40.8036,-73.9568,3100,12,3,66,0
1.0,0,40.7608,-73.9861,2650,8,12,147,0
1.0,2,40.7968,-73.9486,2825,3,6,60,1
1.0,0,40.7394,-73.9915,2295,7,1,32,1
1.0,2,40.8342,-73.9427,1695,3,1,99,2
1.0,2,40.7866,-73.9504,2850,6,3,114,1
1.0,1,40.735,-73.9812,2295,9,3,65,1
2.0,2,40.7465,-73.9565,3600,6,15,186,0
1.0,0,40.7387,-74.0085,3675,9,11,103,0
2.0,2,40.7061,-74.0111,5745,5,11,185,1
1.0,0,40.756,-73.9696,2064,7,4,89,0
1.0,1,40.7233,-73.9958,3495,4,5,85,0
1.0,0,40.7226,-73.9988,12000,5,1,49,0
1.0,1,40.7397,-73.9979,3625,3,2,62,0
1.0,1,40.7031,-73.9914,4530,5,4,9,0
1.0,2,40.7287,-73.9858,3495,10,4,67,2
1.0,1,40.7273,-73.9831,2395,4,3,95,1
3.0,4,40.7827,-73.9753,13000,9,6,4,0
2.0,2,40.7518,-73.9695,3995,5,10,41,1
1.0,1,40.7798,-73.9836,3200,4,5,4,0
1.0,1,40.7318,-73.9822,2950,4,13,88,0
1.0,0,40.7236,-74.0106,3595,8,11,189,0
1.0,2,40.7425,-73.9789,3495,5,1,37,1
2.0,2,40.7509,-74.004,5500,4,13,119,1
1.0,1,40.7314,-73.9864,2795,0,3,67,0
1.0,1,40.7334,-74.0047,4800,3,6,8,0
1.0,2,40.6831,-74.0007,2700,8,4,260,2
1.0,3,40.8144,-73.9597,3185,6,3,155,0
1.0,2,40.7509,-73.9977,2900,4,10,145,0
1.0,0,40.7302,-73.9924,3125,6,8,177,0
1.0,0,40.8314,-73.9409,1650,6,0,55,2
1.0,3,40.7556,-73.9668,4495,6,3,108,0
1.0,0,40.7466,-73.9779,2500,6,8,102,1
1.0,1,40.8618,-73.9268,1400,0,3,79,0
2.0,4,40.718,-74.0102,7900,4,6,72,2
1.0,0,40.7347,-74.0013,2600,3,4,109,0
1.0,0,40.7551,-73.9666,2625,7,2,65,0
2.0,2,40.7085,-74.0165,7250,9,10,96,0
2.0,3,40.7449,-73.9812,5100,8,7,146,0
2.0,4,40.745400000000004,-73.9845,7495,6,11,79,1
2.0,3,40.767,-73.9908,4900,9,17,185,1
1.0,0,40.7706,-73.9501,1735,5,2,128,0
1.0,0,40.7412,-73.9805,2250,3,5,93,1
1.0,0,40.7817,-73.9497,1960,4,8,66,1
1.0,0,40.7304,-73.9864,2575,3,3,6,1
1.0,1,40.7568,-73.9982,4065,16,1,9,0
1.0,1,40.7285,-73.9757,1775,3,0,52,0
1.0,1,40.7083,-74.0149,3475,9,15,221,1
1.0,3,40.7347,-73.9819,4400,5,7,109,2
1.0,1,40.7084,-74.0057,3960,6,8,102,0
2.0,3,40.7638,-73.9597,3700,5,5,134,2
1.0,1,40.7801,-73.9475,3675,5,14,106,0
1.0,1,40.7641,-73.9883,2450,3,1,28,0
1.0,2,40.8254,-73.9437,3250,4,3,9,0
1.0,1,40.7709,-73.9496,2095,6,4,51,1
1.0,1,40.7664,-73.9918,4125,8,4,68,0
1.0,0,40.73,-73.9864,2700,4,7,72,0
1.0,2,40.7817,-73.9824,2500,7,3,62,2
1.0,0,40.7677,-73.9916,2700,8,16,92,1
2.0,2,40.7874,-73.942,3395,4,4,110,0
1.0,2,40.7967,-73.9485,2975,5,6,86,0
1.0,1,40.77,-73.9833,5300,3,8,71,0
2.0,3,40.7482,-73.9749,4600,4,13,143,1
1.0,2,40.7061,-74.0111,6950,4,8,68,0
2.0,2,40.7556,-73.9922,4995,7,12,96,0
1.0,2,40.7075,-74.0059,2875,5,5,90,1
1.0,3,40.7678,-73.9915,4206,7,11,199,2
1.0,2,40.6939,-73.9508,2399,7,2,224,0
1.0,1,40.7477,-74.0009,2599,5,0,83,0
1.0,2,40.861,-73.926,1995,12,9,195,0
1.0,2,40.8246,-73.9508,2350,7,9,92,0
1.0,0,40.7633,-73.9849,2650,4,10,78,2
2.0,2,40.7459,-73.9572,4400,8,12,96,0
1.0,1,40.7396,-73.9815,3150,0,8,1,0
1.0,1,40.7378,-74.0015,3295,3,4,42,2
1.0,1,40.7521,-73.9743,3508,7,8,123,0
1.0,0,40.7416,-73.9829,2400,0,2,9,0
1.0,1,40.7639,-73.9894,2400,7,4,89,0
1.0,1,40.7551,-73.9928,3325,7,12,92,0
1.0,3,40.7188,-73.987,4300,6,4,68,1
1.0,1,40.7338,-73.9865,2700,12,3,124,0
1.0,0,40.7302,-73.9924,3150,4,6,169,0
1.0,1,40.7725,-73.9819,4500,9,13,187,0
1.0,0,40.7707,-73.9554,1950,2,0,87,0
1.0,3,40.7775,-73.9535,3300,5,0,72,1
1.0,1,40.5765,-73.955,1850,8,9,111,0
2.0,3,40.8663,-73.9277,2995,10,7,148,0
2.0,4,40.7348,-73.9865,7000,11,6,55,0
1.0,1,40.7536,-73.9682,2000,3,1,195,0
2.0,2,40.7559,-73.9926,6000,8,8,124,0
1.0,2,40.7198,-73.9891,3795,6,8,99,0
1.5,3,40.7318,-73.9875,5550,6,7,31,0
1.0,3,40.6857,-73.9534,2695,4,5,92,0
1.0,2,40.7177,-73.9984,3995,7,7,118,1
1.0,1,40.7697,-73.9581,2750,3,4,171,0
1.0,0,40.7068,-74.0083,2600,5,6,159,2
1.0,2,40.8246,-73.9508,2500,7,8,96,0
1.0,1,40.7719,-73.9816,4030,9,0,189,0
1.0,0,40.7479,-73.9739,2450,6,9,121,0
2.0,3,40.7447,-73.9741,4700,5,6,81,0
1.0,0,40.7445,-73.9949,3400,5,7,144,0
1.0,1,40.7943,-73.9675,3995,1,3,37,0
1.0,0,40.7372,-73.9981,2525,3,6,121,2
2.0,2,40.7674,-73.9837,5958,6,9,100,0
1.0,0,40.7682,-73.987,1850,5,2,81,0
2.0,3,40.7745,-73.9897,7995,9,6,203,0
1.0,1,40.7478,-74.0008,2600,2,4,134,1
1.0,0,40.7681,-73.9544,1875,5,3,28,0
1.0,3,40.708,-74.0149,3599,10,15,138,2
1.0,0,40.7349,-73.9863,2600,6,6,109,0
1.0,0,40.7793,-73.9532,3000,4,5,98,0
1.0,2,40.7191,-74.0109,4000,4,11,106,0
1.0,0,40.7664,-73.9863,2700,5,6,57,0
1.0,1,40.7568,-73.9982,3644,14,10,187,0
1.0,4,40.7064,-74.0134,5600,8,7,88,0
1.5,3,40.7304,-74.005,5295,8,7,71,0
1.0,1,40.7727,-73.9542,2250,4,3,158,0
1.0,2,40.7281,-73.9861,2790,7,1,23,1
1.0,2,40.7609,-73.986,3484,6,8,113,1
1.0,2,40.7274,-74.0035,3700,4,0,57,1
1.0,2,40.8227,-73.9393,2250,7,9,105,0
1.0,1,40.7637,-73.9937,1850,4,2,34,1
1.0,1,40.7481,-73.9745,3000,5,12,90,1
1.0,1,40.7733,-73.9812,3700,4,1,76,0
1.0,0,40.748,-73.886,1550,0,2,1,0
1.0,0,40.7804,-73.9553,2600,0,3,82,0
1.0,0,40.7555,-73.9668,2600,3,5,99,0
2.0,4,40.8374,-73.9437,3400,9,3,33,0
1.0,2,40.7137,-73.8928,2000,12,2,108,0
1.0,2,40.7061,-74.0092,3103,12,8,152,0
1.0,1,40.7411,-73.9823,3600,8,10,48,0
1.0,0,40.7678,-73.9915,3250,10,5,107,0
1.0,0,40.7706,-73.9415,1925,9,2,14,0
1.0,0,40.7664,-73.9863,2700,5,8,156,1
1.0,1,40.7719,-73.9565,3700,1,4,432,0
1.0,3,40.8033,-73.9574,3850,5,2,68,1
1.0,1,40.8341,-73.9436,1775,4,7,141,0
1.0,0,40.7678,-73.9915,3426,4,6,65,0
1.0,2,40.7056,-74.0134,2900,8,8,114,0
1.0,1,40.7483,-73.9767,4395,0,11,1,0
1.0,0,40.7084,-74.0066,2500,5,9,103,1
1.0,0,40.7575,-73.9656,2200,3,4,51,0
1.0,2,40.707300000000004,-74.0046,2995,4,8,78,0
1.0,1,40.7911,-73.9737,3200,5,12,66,2
1.0,1,40.7585,-73.962,3163,6,10,91,0
1.0,2,40.7693,-73.9529,2650,3,0,58,1
1.0,2,40.7051,-73.86,1999,7,3,188,1
1.0,0,40.7448,-73.9823,2100,4,4,144,0
2.0,2,40.804,-73.9605,4403,18,6,81,0
1.0,1,40.7404,-73.9994,2695,5,3,79,0
1.0,2,40.7084,-74.0066,2950,5,6,85,0
2.5,2,40.7405,-73.9862,10000,4,11,189,0
1.0,1,40.8165,-73.9372,1900,6,4,136,0
0.0,0,40.7047,-74.0076,2702,14,10,96,0
1.5,2,40.704,-73.9274,2979,1,3,11,0
1.0,1,40.7184,-73.9898,2295,4,0,35,0
1.0,0,40.7575,-73.9625,2900,0,3,80,0
1.0,2,40.7832,-73.9809,3250,5,2,76,0
1.0,0,40.7482,-73.9786,2125,5,4,101,0
1.0,0,40.7677,-73.9672,2300,3,1,86,1
1.0,1,40.7686,-73.9867,2500,3,3,94,0
1.0,3,40.719,-73.9601,2999,5,1,40,1
1.0,0,40.7081,-74.0065,2275,5,14,81,0
2.0,3,40.7273,-73.9897,6800,0,0,178,0
0.0,0,40.6846,-73.9594,1050,1,3,55,1
2.0,2,40.7829,-73.97710000000001,6000,5,8,98,0
2.0,1,40.7794,-73.9498,2700,8,7,100,1
1.0,1,40.7383,-74.0015,3095,5,1,119,0
1.0,1,40.769800000000004,-73.9512,3595,6,0,61,0
1.0,2,40.7588,-73.9914,2450,6,8,47,1
1.0,1,40.7278,-73.9999,2750,5,0,29,2
1.0,1,40.7138,-74.0103,4431,0,4,2,0
2.0,3,40.7604,-73.9955,5000,6,13,92,1
1.0,3,40.735,-73.9812,4000,7,9,59,2
1.0,3,40.8034,-73.9576,4000,7,10,240,0
1.0,1,40.7769,-73.9459,2150,4,1,38,0
1.0,1,40.7364,-74.0032,4300,8,1,22,0
2.0,2,40.7897,-73.9734,6312,7,10,133,0
1.0,1,40.8005,-73.9704,2500,7,5,102,0
1.0,1,40.761,-74.0002,3090,7,18,199,0
1.0,1,40.7634,-73.9599,2475,9,1,6,0
1.0,1,40.7617,-73.9618,2350,5,1,26,0
1.0,2,40.8495,-73.9328,2500,7,10,126,0
1.5,2,40.68,-73.9149,2250,8,1,42,0
2.0,2,40.733,-73.996,7800,9,5,162,0
1.0,1,40.7734,-73.9544,2500,5,6,113,0
1.0,1,40.7062,-73.831,1800,8,4,77,1
2.0,2,40.7205,-73.9572,5350,7,8,40,0
1.0,1,40.7169,-74.0149,4125,6,5,204,0
1.0,2,40.7348,-73.9865,3900,4,5,55,0
1.0,1,40.771,-73.9535,2950,4,1,27,0
1.0,1,40.7494,-73.9875,4300,7,5,108,0
1.0,1,40.7909,-73.9655,3800,0,5,1,0
1.0,2,40.708,-74.0149,3000,8,11,62,1
1.0,0,40.7568,-73.9982,2318,4,13,129,1
1.0,1,40.7268,-74.0018,2795,0,3,11,0
1.0,3,40.7822,-73.9468,3100,7,1,75,0
1.0,0,40.7315,-73.8608,1400,16,2,25,1
1.0,3,40.846,-73.9374,2550,0,3,40,0
1.0,1,40.7462,-73.9757,3175,6,7,63,0
1.0,1,40.7451,-73.9239,1800,6,2,86,1
1.0,2,40.7011,-73.926,5000,4,1,65,0
2.0,2,40.7113,-74.0056,7500,9,14,137,0
1.0,1,40.7499,-73.9777,2700,1,1,28,0
2.0,2,40.7074,-74.0122,5000,6,9,163,0
2.0,2,40.7445,-73.9949,7254,13,5,81,0
1.0,2,40.7301,-73.9825,2900,6,6,104,0
1.0,1,40.7705,-73.9485,2200,8,4,98,0
1.0,2,40.7246,-74.0023,3895,8,2,67,2
1.0,2,40.7793,-73.9492,3600,5,3,61,0
1.0,1,40.7239,-73.9947,3250,5,3,179,1
1.0,1,40.8225,-73.9475,1800,0,2,36,0
2.0,3,40.7343,-73.982,5495,9,6,292,0
1.0,0,40.7399,-73.9889,2395,6,1,73,0
1.0,1,40.7056,-73.8957,1800,7,3,84,1
2.0,2,40.7799,-73.9761,4000,5,5,67,0
1.0,0,40.7468,-73.9903,3580,14,3,83,0
1.0,0,40.7897,-73.9734,3022,4,5,67,0
1.0,2,40.776,-73.9556,4500,5,7,93,0
1.0,0,40.7441,-73.9964,2400,5,8,89,1
1.0,1,40.7564,-73.9945,3100,5,19,132,1
1.0,1,40.7294,-73.8596,2425,4,0,9,0
1.0,1,40.789,-73.9756,3400,6,12,163,0
1.0,2,40.8683,-73.9168,1525,5,2,167,2
1.0,2,40.7766,-73.9528,2775,10,2,106,2
1.0,0,40.7494,-73.9875,2400,5,10,86,0
1.0,4,40.6856,-73.9417,3150,9,2,56,0
1.0,2,40.7314,-73.9828,3200,7,8,149,2
1.0,1,40.7276,-73.9543,2400,10,5,99,1
1.0,1,40.7833,-73.9834,2350,3,3,108,1
1.0,1,40.7703,-73.96340000000001,2500,3,1,60,0
1.0,2,40.7516,-73.969,3100,3,6,49,0
1.0,1,40.7487,-73.9901,4000,7,14,126,0
2.0,2,40.7884,-73.9745,7500,6,4,20,0
1.0,2,40.7897,-73.9488,2995,6,7,148,0
2.0,2,40.7364,-73.9776,4870,6,2,64,0
1.0,0,40.7578,-73.9839,2000,3,0,62,1
1.0,0,40.7775,-73.9784,2075,0,2,20,0
1.0,2,40.7267,-73.9844,3325,8,3,328,0
1.0,2,40.8344,-73.9411,1895,6,2,60,1
1.0,1,40.7726,-73.9486,1795,4,1,4,0
1.0,3,40.6383,-73.9528,1995,6,5,84,2
1.0,2,40.7431,-73.9792,3495,0,2,1,0
1.0,0,40.804,-73.9605,2501,1,2,9,0
1.0,0,40.73,-73.9864,2875,1,5,95,0
1.0,3,40.7983,-73.9637,3750,10,6,111,1
1.0,3,40.7223,-73.9839,4650,8,7,120,1
2.0,2,40.7285,-74.0,4700,8,8,135,2
1.0,0,40.7485,-73.98,3100,4,2,97,0
1.0,1,40.7728,-73.9483,2500,7,4,62,1
1.0,1,40.7372,-73.9981,3675,4,2,49,0
2.0,3,40.7518,-73.9726,6300,5,8,112,0
1.0,2,40.7401,-74.0039,4700,7,3,40,0
2.0,2,40.724,-74.0035,13995,6,9,211,0
1.0,2,40.707300000000004,-74.0054,3075,6,7,108,1
1.0,1,40.7675,-73.9607,3600,1,3,89,0
1.0,3,40.7803,-73.952,2700,0,3,31,0
1.0,1,40.7219,-73.9855,3250,6,0,26,1
1.0,0,40.7682,-73.987,1850,3,1,35,0
1.0,0,40.7677,-73.9616,3135,9,10,88,0
1.0,2,40.7426,-73.979,3250,4,1,37,0
1.0,2,40.7216,-73.9808,3045,5,0,80,0
1.0,2,40.7457,-73.9785,3495,5,7,158,0
1.0,2,40.7957,-73.9705,5100,7,4,75,0
1.0,2,40.8031,-73.957,3000,0,1,9,0
1.0,1,40.7337,-74.0079,3500,5,3,52,0
1.0,1,40.7296,-73.9986,2595,5,0,41,0
1.0,1,40.6719,-73.9865,2900,20,3,9,0
2.0,2,40.7237,-73.9898,4695,8,5,86,0
1.0,1,40.7121,-73.9626,3200,4,2,166,0
1.0,2,40.7628,-73.985,3350,6,5,100,0
1.0,3,40.7691,-73.9554,4395,4,2,110,0
1.0,1,40.7279,-73.9829,2795,5,1,193,0
1.0,2,40.7399,-73.9864,3750,7,8,120,0
2.0,2,40.6968,-73.9842,3629,5,12,152,0
1.0,0,40.7328,-74.0089,2500,4,5,98,0
3.0,4,40.7434,-73.9773,7475,8,8,146,1
1.0,1,40.7747,-73.9529,2300,7,0,68,0
1.0,1,40.7775,-73.9784,3295,6,9,181,0
4.5,4,40.786,-73.9703,21995,0,1,9,0
2.0,2,40.7788,-73.9538,7000,5,8,65,0
1.0,1,40.7536,-73.8836,1900,6,5,91,0
1.0,0,40.7752,-73.979,1700,4,2,84,2
1.0,3,40.7494,-73.9875,3600,9,10,219,0
1.0,2,40.7088,-74.0059,2450,5,4,53,1
1.0,0,40.7401,-73.9887,3250,9,1,29,0
1.0,2,40.7902,-73.9677,3995,4,3,144,0
1.0,1,40.781,-73.9595,5250,7,6,63,0
1.0,2,40.7054,-74.0095,3295,11,13,115,1
1.0,0,40.7568,-73.9982,2700,4,14,114,0
1.0,1,40.7856,-73.9794,3300,9,7,91,0
1.0,2,40.753,-73.9959,3250,8,12,107,1
1.0,1,40.7777,-73.9462,3095,1,5,29,0
1.0,2,40.7555,-73.9666,3600,5,2,4,0
1.0,1,40.7613,-73.9922,2600,11,3,31,2
1.0,2,40.7348,-73.9817,2950,7,3,102,0
1.0,1,40.7404,-73.9795,3300,3,8,79,0
1.0,0,40.7713,-73.9538,1875,4,5,97,1
1.0,0,40.7746,-73.99,3645,7,5,344,0
1.0,3,40.8433,-73.9396,2800,12,1,136,0
3.0,4,40.7816,-73.9559,18500,4,11,95,0
2.0,2,40.7716,-73.9506,5450,7,5,84,0
1.0,0,40.8003,-73.967,2195,3,2,35,0
1.0,4,40.7272,-73.9859,7195,10,7,114,1
1.0,1,40.7328,-74.0089,3000,4,3,82,1
1.0,1,40.7572,-73.9648,2950,4,8,94,0
1.0,2,40.761,-73.999,4000,4,11,114,0
1.0,3,40.7444,-73.9754,6000,6,6,90,0
1.0,1,40.8814,-73.8974,1250,3,0,32,2
2.0,3,40.7906,-73.9687,5995,9,12,306,0
1.0,2,40.7469,-73.9849,3750,6,3,111,0
1.0,3,40.7047,-74.0076,4960,10,12,100,0
1.0,2,40.7832,-73.9809,3100,6,4,122,1
1.0,1,40.7652,-73.9246,2065,8,0,66,0
1.0,0,40.7068,-74.0112,2990,11,24,61,0
1.0,1,40.7441,-73.9964,3400,5,6,231,0
1.0,2,40.7744,-73.9463,2500,9,4,230,1
1.0,1,40.7764,-73.9509,2000,3,1,25,0
2.0,2,40.7612,-73.9978,4990,9,13,94,0
1.0,4,40.724,-73.9828,5800,7,5,101,0
1.0,2,40.7449,-73.9811,3400,3,9,146,1
1.0,1,40.7595,-73.989,2300,6,7,117,2
1.0,1,40.7528,-73.9709,2995,2,8,102,0
1.0,1,40.7467,-73.9853,4455,4,9,221,0
2.0,2,40.739,-73.9928,9000,17,7,129,0
1.0,1,40.7081,-74.0013,2950,4,7,131,2
1.0,1,40.7462,-73.9757,3425,4,6,97,1
1.0,1,40.7344,-74.0001,3500,7,4,177,0
1.0,1,40.7722,-73.9585,2600,8,3,34,1
1.0,1,40.7416,-73.9216,2030,11,5,137,0
1.0,3,40.7459,-73.9572,4000,5,5,100,1
1.0,2,40.7436,-73.9727,3200,5,11,82,2
1.0,0,40.7787,-73.9539,1725,2,0,69,1
1.0,1,40.7563,-73.9639,2700,3,4,41,0
1.5,1,40.7754,-73.9624,10000,1,11,71,0
1.0,3,40.707300000000004,-74.0046,3069,8,11,132,2
2.0,2,40.778,-73.9465,2795,7,7,147,1
1.0,0,40.7664,-73.9863,2650,0,4,95,0
3.5,3,40.7615,-73.9662,30000,5,14,108,0
2.0,2,40.7491,-73.9789,4750,10,6,75,0
1.0,0,40.7047,-74.0076,3100,3,5,37,0
1.0,2,40.7612,-73.9978,3200,8,11,130,0
1.0,1,40.7633,-73.9628,4300,11,2,101,0
1.0,1,40.7645,-73.9832,2500,3,3,129,1
1.0,1,40.7448,-74.0017,3995,5,4,100,0
1.0,1,40.749,-73.9767,2950,3,2,129,0
2.0,2,40.7739,-73.9893,5500,0,8,1,0
1.0,1,40.7162,-74.0095,3295,4,6,126,1
1.0,1,40.8303,-73.9435,1300,6,1,96,2
1.0,1,40.7845,-73.976,3100,1,4,71,0
1.0,0,40.754,-73.9678,2550,7,13,80,1
2.0,3,40.7324,-73.9875,4595,5,6,70,2
1.0,1,40.7358,-73.9859,3795,8,3,36,0
1.0,1,40.8366,-73.9416,1900,0,2,2,0
1.0,1,40.7753,-73.9511,2700,5,2,100,0
1.0,0,40.7434,-73.9773,2495,3,1,103,0
1.0,2,40.7668,-73.962,6475,5,5,103,0
1.0,0,40.8136,-73.949,1575,6,8,92,1
1.0,0,40.742,-73.9757,2450,5,4,74,1
1.0,1,40.6668,-73.9615,2100,8,0,75,1
1.0,0,40.739,-73.9791,2400,4,2,60,0
1.0,1,40.7852,-73.949,4400,7,13,179,0
1.0,0,40.8273,-73.9396,1750,5,0,175,2
2.0,2,40.7518,-73.9944,6062,5,11,255,0
1.0,1,40.7535,-73.9717,3800,6,1,9,0
1.0,2,40.7967,-73.9623,2995,12,4,100,0
1.0,2,40.7387,-74.0019,3700,5,2,64,1
1.0,1,40.7554,-73.9653,2000,4,1,4,1
2.0,3,40.7675,-73.9607,4950,8,8,156,1
1.0,1,40.5845,-73.9325,1675,0,0,23,0
1.0,3,40.7056,-74.0162,3167,4,10,197,1
1.0,0,40.7771,-73.9515,1825,4,3,75,0
1.0,1,40.7824,-73.9805,5150,5,13,118,0
1.0,2,40.7928,-73.9659,3050,6,13,75,1
1.0,2,40.7191,-73.9843,2995,5,0,154,0
3.0,4,40.7639,-73.9808,17500,1,5,32,0
1.0,1,40.7425,-73.8853,1900,2,1,72,1
1.0,1,40.7681,-73.9539,2350,5,2,24,0
2.0,4,40.6823,-73.9101,2595,7,4,71,1
2.0,3,40.7612,-73.9977,5995,8,10,105,0
2.0,3,40.7797,-73.981,4800,5,2,21,0
1.0,1,40.7594,-73.9698,4000,6,7,69,0
1.0,0,40.761,-74.0002,2500,5,14,147,0
1.0,3,40.7056,-74.0162,3167,4,10,197,1
1.0,3,40.7448,-74.0052,5200,10,8,81,0
2.0,2,40.7238,-73.9898,4695,4,2,103,0
1.0,0,40.7957,-73.9705,2100,5,10,77,1
2.0,2,40.7452,-73.9916,6635,13,3,98,0
1.0,1,40.7556,-73.9922,3621,4,5,72,0
1.0,1,40.7599,-73.9908,2695,3,4,126,0
1.0,1,40.7976,-73.968,3200,0,3,75,0
1.0,1,40.6961,-73.991,2599,9,14,75,1
2.0,2,40.7443,-73.9912,7050,0,7,1,0
1.0,1,40.7522,-74.0042,3905,7,5,80,0
1.0,2,40.7638,-73.9597,3150,14,2,9,0
1.0,0,40.7383,-74.0015,2550,2,0,9,0
2.0,2,40.7936,-73.9731,6165,3,2,115,0
1.0,1,40.8941,-73.9055,1495,4,1,83,1
1.0,1,40.7976,-73.968,2550,5,2,113,0
1.0,3,40.7425,-73.9789,4700,4,9,98,0
1.0,1,40.7393,-73.9995,3795,12,2,202,0
1.0,1,40.7448,-73.9909,4134,5,6,51,0
1.0,2,40.6824,-73.9501,1975,12,3,125,1
1.0,2,40.7348,-73.9865,3528,0,3,2,0
2.0,2,40.6712,-73.9888,4200,3,0,74,0
1.0,0,40.7621,-73.9637,1850,3,4,72,0
1.0,1,40.7301,-73.9935,4295,5,7,94,0
1.0,0,40.7487,-73.9901,3300,6,10,120,0
1.0,1,40.7831,-73.9838,2700,12,5,117,0
1.0,1,40.6663,-73.9402,1800,0,1,1,0
2.0,4,40.7993,-73.9604,5000,4,7,67,1
1.0,1,40.7991,-73.9646,1995,4,3,27,1
1.0,2,40.7967,-73.9623,3195,8,5,145,0
